"rp-cel-40","40","ppl-To-42","34.774","32.0775"
"rp-cel-41","10","ppl-To-51","34.774","32.0835"
"rp-cel-42","20","ppl-To-51","34.78","32.0835"
"rp-cel-43","30","ppl-To-51","34.78","32.0895"
"rp-cel-44","40","ppl-To-51","34.786","32.0895"
"rp-cel-45","10","ppl-To-52","34.774","32.0895"
"rp-cel-46","20","ppl-To-52","34.78","32.0895"
"rp-cel-47","30","ppl-To-52","34.78","32.0835"
"rp-cel-48","40","ppl-To-52","34.786","32.0835"
"rp-cel-49","10","ppl-To-61","34.774","32.0835"
"rp-cel-50","20","ppl-To-61","34.774","32.0895"
"rp-cel-51","30","ppl-To-61","34.78","32.0895"
"rp-cel-52","40","ppl-To-61","34.786","32.0895"
"rp-cel-53","10","ppl-To-62","34.774","32.0775"
"rp-cel-54","20","ppl-To-62","34.774","32.0835"
"rp-cel-55","30","ppl-To-62","34.78","32.0835"
"rp-cel-56","40","ppl-To-62","34.78","32.0895"
"rp-cel-57","10","ppl-To-71","34.774","32.0775"
"rp-cel-58","20","ppl-To-71","34.774","32.0835"
"rp-cel-59","30","ppl-To-71","34.774","32.0895"
"rp-cel-60","40","ppl-To-71","34.78","32.0895"
"rp-cel-61","10","ppl-To-72","34.78","32.0895"
"rp-cel-62","20","ppl-To-72","34.786","32.0895"
"rp-cel-63","30","ppl-To-72","34.786","32.0835"
"rp-cel-64","40","ppl-To-72","34.786","32.0775"
"rp-cel-65","10","ppl-To-81","34.774","32.0895"
"rp-cel-66","20","ppl-To-81","34.774","32.0835"
"rp-cel-67","30","ppl-To-81","34.774","32.0775"
"rp-cel-68","40","ppl-To-81","34.78","32.0775"
"rp-cel-69","10","ppl-Txe-82","34.78","32.0775"
"rp-cel-70","20","ppl-Txe-82","34.786","32.0835"
"rp-cel-71","30","ppl-Txe-82","34.786","32.0835"
"rp-cel-72","40","ppl-Txe-82","34.786","32.0895"
"rp-cel-73","10","ppl-To-91","34.786","32.0895"
"rp-cel-74","20","ppl-To-91","34.78","32.0895"
"rp-cel-75","30","ppl-To-91","34.78","32.0835"
"rp-cel-76","40","ppl-To-91","34.774","32.0835"
"rp-cel-77","20","ppl-To-92","34.774","32.0895"
"rp-cel-78","30","ppl-To-92","34.78","32.0895"
"rp-cel-79","40","ppl-To-92","34.786","32.0895"
"rp-cel-80","50","ppl-To-92","34.786","32.0835"
"rp-cel-81","20","ppl-To-101","34.774","32.0835"
"rp-cel-82","30","ppl-To-101","34.78","32.0835"
"rp-cel-83","40","ppl-To-101","34.786","32.0835"
"rp-cel-84","50","ppl-To-101","34.786","32.0895"
"rp-cel-85","20","ppl-To-102","34.774","32.0775"
"rp-cel-86","30","ppl-To-102","34.774","32.0835"
"rp-cel-87","40","ppl-To-102","34.78","32.0835"
"rp-cel-88","50","ppl-To-102","34.786","32.0835"
"rp-cel-89","20","ppl-To-111","34.78","32.0895"
"rp-cel-90","30","ppl-To-111","34.78","32.0835"
"rp-cel-91","40","ppl-To-111","34.78","32.0775"
"rp-cel-92","50","ppl-To-111","34.786","32.0775"
"rp-cel-93","20","ppl-To-112","34.786","32.0895"
"rp-cel-94","30","ppl-To-112","34.786","32.0835"
"rp-cel-95","40","ppl-To-112","34.786","32.0775"
"rp-cel-96","50","ppl-To-112","34.78","32.0775"
"rp-cel-97","20","ppl-To-121","34.786","32.0835"
"rp-cel-98","30","ppl-To-121","34.78","32.0835"
"rp-cel-99","40","ppl-To-121","34.774","32.0835"
"rp-cel-100","50","ppl-To-121","34.774","32.0895"
"rp-cel-101","20","ppl-To-122","34.78","32.0895"
"rp-cel-102","30","ppl-To-122","34.78","32.0835"
"rp-cel-103","40","ppl-To-122","34.78","32.0775"
"rp-cel-104","50","ppl-To-122","34.774","32.0775"
"rp-cel-105","20","ppl-To-131","34.786","32.0775"
"rp-cel-106","30","ppl-To-131","34.786","32.0835"
"rp-cel-107","40","ppl-To-131","34.786","32.0895"
"rp-cel-108","50","ppl-To-131","34.78","32.0895"
"rp-cel-109","20","ppl-Txe-132","34.774","32.0775"
"rp-cel-110","30","ppl-Txe-132","34.78","32.0775"
"rp-cel-111","40","ppl-Txe-132","34.78","32.0835"
"rp-cel-112","50","ppl-Txe-132","34.786","32.0835"
"rp-cel-113","20","ppl-To-141","34.786","32.0835"
"rp-cel-114","30","ppl-To-141","34.78","32.0835"
"rp-cel-115","40","ppl-To-141","34.774","32.0835"
"rp-cel-116","50","ppl-To-141","34.774","32.0775"
"rp-cel-117","30","ppl-To-142","34.774","32.0835"
"rp-cel-118","40","ppl-To-142","34.78","32.0835"
"rp-cel-119","50","ppl-To-142","34.78","32.0895"
"rp-cel-120","60","ppl-To-142","34.786","32.0895"
"rp-cel-121","30","ppl-To-151","34.774","32.0895"
"rp-cel-122","40","ppl-To-151","34.78","32.0895"
"rp-cel-123","50","ppl-To-151","34.78","32.0835"
"rp-cel-124","60","ppl-To-151","34.786","32.0835"
"rp-cel-125","20","ppl-Txe-152","34.774","32.0835"
"rp-cel-126","30","ppl-Txe-152","34.774","32.0895"
"rp-cel-127","40","ppl-Txe-152","34.78","32.0895"
"rp-cel-128","50","ppl-Txe-152","34.786","32.0895"
"rp-cel-129","30","ppl-To-161","34.774","32.0775"
"rp-cel-130","40","ppl-To-161","34.774","32.0835"
"rp-cel-131","50","ppl-To-161","34.78","32.0835"
"rp-cel-132","60","ppl-To-161","34.78","32.0895"
"rp-cel-133","30","ppl-To-162","34.774","32.0775"
"rp-cel-134","40","ppl-To-162","34.774","32.0835"
"rp-cel-135","50","ppl-To-162","34.774","32.0895"
"rp-cel-136","60","ppl-To-162","34.78","32.0895"
"rp-cel-137","30","ppl-To-171","34.78","32.0895"
"rp-cel-138","40","ppl-To-171","34.786","32.0895"
"rp-cel-139","50","ppl-To-171","34.786","32.0835"
"rp-cel-140","60","ppl-To-171","34.786","32.0775"
"rp-cel-141","30","ppl-To-172","34.774","32.0895"
"rp-cel-142","40","ppl-To-172","34.774","32.0835"
"rp-cel-143","50","ppl-To-172","34.774","32.0775"
"rp-cel-144","60","ppl-To-172","34.78","32.0775"
"rp-cel-145","30","ppl-To-181","34.78","32.0775"
"rp-cel-146","40","ppl-To-181","34.786","32.0835"
"rp-cel-147","50","ppl-To-181","34.786","32.0835"
"rp-cel-148","60","ppl-To-181","34.786","32.0895"
"rp-cel-149","30","ppl-Txe-182","34.786","32.0895"
"rp-cel-150","40","ppl-Txe-182","34.78","32.0895"
"rp-cel-151","50","ppl-Txe-182","34.78","32.0835"
"rp-cel-152","60","ppl-Txe-182","34.774","32.0835"
"rp-cel-153","30","ppl-To-191","34.78","32.0895"
"rp-cel-154","40","ppl-To-191","34.774","32.0895"
"rp-cel-155","50","ppl-To-191","34.774","32.0835"
"rp-cel-156","60","ppl-To-191","34.774","32.0775"
"rp-cel-157","40","ppl-To-192","34.786","32.0895"
"rp-cel-158","50","ppl-To-192","34.786","32.0835"
"rp-cel-159","60","ppl-To-192","34.786","32.0775"
"rp-cel-160","70","ppl-To-192","34.78","32.0775"
"rp-cel-161","0","ppl-To-201","34.774","32.0895"
"rp-cel-162","10","ppl-To-201","34.78","32.0895"
"rp-cel-163","20","ppl-To-201","34.786","32.0895"
"rp-cel-164","30","ppl-To-201","34.786","32.0835"
"rp-cel-165","0","ppl-To-202","34.774","32.0835"
"rp-cel-166","10","ppl-To-202","34.78","32.0835"
"rp-cel-167","20","ppl-To-202","34.786","32.0835"
"rp-cel-168","30","ppl-To-202","34.786","32.0895"
"rp-cel-169","0","ppl-To-221","34.774","32.0775"
"rp-cel-170","10","ppl-To-221","34.774","32.0835"
"rp-cel-171","20","ppl-To-221","34.78","32.0835"
"rp-cel-172","30","ppl-To-221","34.786","32.0835"
"rp-cel-173","0","ppl-To-222","34.78","32.0895"
"rp-cel-174","10","ppl-To-222","34.78","32.0835"
"rp-cel-175","20","ppl-To-222","34.78","32.0775"
"rp-cel-176","30","ppl-To-222","34.786","32.0775"
"rp-cel-177","0","ppl-Txe-231","34.786","32.0895"
"rp-cel-178","10","ppl-Txe-231","34.786","32.0835"
"rp-cel-179","20","ppl-Txe-231","34.786","32.0775"
"rp-cel-180","30","ppl-Txe-231","34.78","32.0775"
"rp-cel-181","0","ppl-Tsm-232","34.786","32.0835"
"rp-cel-182","10","ppl-Tsm-232","34.78","32.0835"
"rp-cel-183","20","ppl-Tsm-232","34.774","32.0835"
"rp-cel-184","30","ppl-Tsm-232","34.774","32.0895"
"rp-cel-185","0","ppl-To-241","34.78","32.0895"
"rp-cel-186","10","ppl-To-241","34.78","32.0835"
"rp-cel-187","20","ppl-To-241","34.78","32.0775"
"rp-cel-188","30","ppl-To-241","34.774","32.0775"
"rp-cel-189","0","ppl-To-242","34.786","32.0775"
"rp-cel-190","10","ppl-To-242","34.786","32.0835"
"rp-cel-191","20","ppl-To-242","34.786","32.0895"
"rp-cel-192","30","ppl-To-242","34.78","32.0895"
"rp-cel-193","0","ppl-To-251","34.774","32.0775"
"rp-cel-194","10","ppl-To-251","34.78","32.0775"
"rp-cel-195","20","ppl-To-251","34.78","32.0835"
"rp-cel-196","30","ppl-To-251","34.786","32.0835"
"rp-cel-197","10","ppl-To-252","34.786","32.0835"
"rp-cel-198","20","ppl-To-252","34.78","32.0835"
"rp-cel-199","30","ppl-To-252","34.774","32.0835"
"rp-cel-200","40","ppl-To-252","34.774","32.0775"
"rp-cel-201","10","ppl-To-261","34.774","32.0835"
"rp-cel-202","20","ppl-To-261","34.78","32.0835"
"rp-cel-203","30","ppl-To-261","34.78","32.0895"
"rp-cel-204","40","ppl-To-261","34.786","32.0895"
"rp-cel-205","10","ppl-To-262","34.774","32.0895"
"rp-cel-206","20","ppl-To-262","34.78","32.0895"
"rp-cel-207","30","ppl-To-262","34.78","32.0835"
"rp-cel-208","40","ppl-To-262","34.786","32.0835"
"rp-cel-209","10","ppl-Txm-271","34.774","32.0835"
"rp-cel-210","20","ppl-Txm-271","34.774","32.0895"
"rp-cel-211","30","ppl-Txm-271","34.78","32.0895"
"rp-cel-212","40","ppl-Txm-271","34.786","32.0895"
"rp-cel-213","10","ppl-To-272","34.774","32.0775"
"rp-cel-214","20","ppl-To-272","34.774","32.0835"
"rp-cel-215","30","ppl-To-272","34.78","32.0835"
"rp-cel-216","40","ppl-To-272","34.78","32.0895"
"rp-cel-217","10","ppl-To-281","34.774","32.0775"
"rp-cel-218","20","ppl-To-281","34.774","32.0835"
"rp-cel-219","30","ppl-To-281","34.774","32.0895"
"rp-cel-220","40","ppl-To-281","34.78","32.0895"
"rp-cel-221","10","ppl-To-282","34.78","32.0895"
"rp-cel-222","20","ppl-To-282","34.786","32.0895"
"rp-cel-223","30","ppl-To-282","34.786","32.0835"
"rp-cel-224","40","ppl-To-282","34.786","32.0775"
"rp-cel-225","10","ppl-To-291","34.774","32.0895"
"rp-cel-226","20","ppl-To-291","34.774","32.0835"
"rp-cel-227","30","ppl-To-291","34.774","32.0775"
"rp-cel-228","40","ppl-To-291","34.78","32.0775"
"rp-cel-229","10","ppl-To-292","34.78","32.0775"
"rp-cel-230","20","ppl-To-292","34.786","32.0835"
"rp-cel-231","30","ppl-To-292","34.786","32.0835"
"rp-cel-232","40","ppl-To-292","34.786","32.0895"
"rp-cel-233","10","ppl-To-301","34.786","32.0895"
"rp-cel-234","20","ppl-To-301","34.78","32.0895"
"rp-cel-235","30","ppl-To-301","34.78","32.0835"
"rp-cel-236","40","ppl-To-301","34.774","32.0835"
"rp-cel-237","20","ppl-To-302","34.774","32.0895"
"rp-cel-238","30","ppl-To-302","34.78","32.0895"
"rp-cel-239","40","ppl-To-302","34.786","32.0895"
"rp-cel-240","50","ppl-To-302","34.786","32.0835"
"rp-cel-241","20","ppl-To-311","34.774","32.0835"
"rp-cel-242","30","ppl-To-311","34.78","32.0835"
"rp-cel-243","40","ppl-To-311","34.786","32.0835"
"rp-cel-244","50","ppl-To-311","34.786","32.0895"
"rp-cel-245","20","ppl-To-312","34.774","32.0775"
"rp-cel-246","30","ppl-To-312","34.774","32.0835"
"rp-cel-247","40","ppl-To-312","34.78","32.0835"
"rp-cel-248","50","ppl-To-312","34.786","32.0835"
"rp-cel-249","20","ppl-To-321","34.78","32.0895"
"rp-cel-250","30","ppl-To-321","34.78","32.0835"
"rp-cel-251","40","ppl-To-321","34.78","32.0775"
"rp-cel-252","50","ppl-To-321","34.786","32.0775"
"rp-cel-253","20","ppl-To-322","34.786","32.0895"
"rp-cel-254","30","ppl-To-322","34.786","32.0835"
"rp-cel-255","40","ppl-To-322","34.786","32.0775"
"rp-cel-256","50","ppl-To-322","34.78","32.0775"
"rp-cel-257","20","ppl-To-331","34.786","32.0835"
"rp-cel-258","30","ppl-To-331","34.78","32.0835"
"rp-cel-259","40","ppl-To-331","34.774","32.0835"
"rp-cel-260","50","ppl-To-331","34.774","32.0895"
"rp-cel-261","20","ppl-To-332","34.78","32.0895"
"rp-cel-262","30","ppl-To-332","34.78","32.0835"
"rp-cel-263","40","ppl-To-332","34.78","32.0775"
"rp-cel-264","50","ppl-To-332","34.774","32.0775"
"rp-cel-265","20","ppl-To-341","34.786","32.0775"
"rp-cel-266","30","ppl-To-341","34.786","32.0835"
"rp-cel-267","40","ppl-To-341","34.786","32.0895"
"rp-cel-268","50","ppl-To-341","34.78","32.0895"
"rp-cel-269","20","ppl-Txm-21","34.774","32.0775"
"rp-cel-270","30","ppl-Txm-21","34.78","32.0775"
"rp-cel-271","40","ppl-Txm-21","34.78","32.0835"
"rp-cel-272","50","ppl-Txm-21","34.786","32.0835"
"rp-cel-273","20","ppl-To-351","34.786","32.0835"
"rp-cel-274","30","ppl-To-351","34.78","32.0835"
"rp-cel-275","40","ppl-To-351","34.774","32.0835"
"rp-cel-276","50","ppl-To-351","34.774","32.0775"
"rp-cel-277","30","ppl-To-352","34.774","32.0835"
"rp-cel-278","40","ppl-To-352","34.78","32.0835"
"rp-cel-279","50","ppl-To-352","34.78","32.0895"
"rp-cel-280","60","ppl-To-352","34.786","32.0895"
"rp-cel-281","30","ppl-To-361","34.774","32.0895"
"rp-cel-282","40","ppl-To-361","34.78","32.0895"
"rp-cel-283","50","ppl-To-361","34.78","32.0835"
"rp-cel-284","60","ppl-To-361","34.786","32.0835"
"rp-cel-285","30","ppl-To-362","34.774","32.0835"
"rp-cel-286","40","ppl-To-362","34.774","32.0895"
"rp-cel-287","50","ppl-To-362","34.78","32.0895"
"rp-cel-288","60","ppl-To-362","34.786","32.0895"
"rp-cel-289","30","ppl-To-371","34.774","32.0775"
"rp-cel-290","40","ppl-To-371","34.774","32.0835"
"rp-cel-291","50","ppl-To-371","34.78","32.0835"
"rp-cel-292","60","ppl-To-371","34.78","32.0895"
"rp-cel-293","30","ppl-To-372","34.774","32.0775"
"rp-cel-294","40","ppl-To-372","34.774","32.0835"
"rp-cel-295","50","ppl-To-372","34.774","32.0895"
"rp-cel-296","60","ppl-To-372","34.78","32.0895"
"rp-cel-297","30","ppl-To-381","34.78","32.0895"
"rp-cel-298","40","ppl-To-381","34.786","32.0895"
"rp-cel-299","50","ppl-To-381","34.786","32.0835"
"rp-cel-300","60","ppl-To-381","34.786","32.0775"
"rp-cel-301","30","ppl-To-382","34.774","32.0895"
"rp-cel-302","40","ppl-To-382","34.774","32.0835"
"rp-cel-303","50","ppl-To-382","34.774","32.0775"
"rp-cel-304","60","ppl-To-382","34.78","32.0775"
"rp-cel-305","30","ppl-To-391","34.78","32.0775"
"rp-cel-306","40","ppl-To-391","34.786","32.0835"
"rp-cel-307","50","ppl-To-391","34.786","32.0835"
"rp-cel-308","60","ppl-To-391","34.786","32.0895"
"rp-cel-309","30","ppl-To-392","34.786","32.0895"
"rp-cel-310","40","ppl-To-392","34.78","32.0895"
"rp-cel-311","50","ppl-To-392","34.78","32.0835"
"rp-cel-312","60","ppl-To-392","34.774","32.0835"
"rp-cel-313","30","ppl-To-401","34.78","32.0895"
"rp-cel-314","40","ppl-To-401","34.774","32.0895"
"rp-cel-315","50","ppl-To-401","34.774","32.0835"
"rp-cel-316","60","ppl-To-401","34.774","32.0775"
"rp-cel-317","40","ppl-To-402","34.786","32.0895"
"rp-cel-318","50","ppl-To-402","34.786","32.0835"
"rp-cel-319","60","ppl-To-402","34.786","32.0775"
"rp-cel-320","70","ppl-To-402","34.78","32.0775"
"rp-cel-321","50","ppl-Txm-11","34.7815","32.084"
"rp-cel-322","2","ppl-Txm-21","34.7795","32.085"
"rp-cel-323","15","ppl-Txe-82","34.7875","32.077"
"rp-cel-324","15","ppl-Txe-132","34.7865","32.09"
"rp-cel-325","15","ppl-Txe-152","34.7855","32.091"
"rp-cel-326","65","ppl-Txe-411","34.7815","32.09"
"rp-cel-327","80","ppl-Txe-412","34.7815","32.089"
"rp-cel-328","55","ppl-Txm-11","34.7815","32.084"
"rp-cel-329","55","ppl-Txm-21","34.7795","32.085"
"rp-cel-330","55","ppl-Txe-82","34.7875","32.077"
"rp-cel-331","55","ppl-Txe-132","34.7865","32.09"
"rp-cel-332","55","ppl-Txe-152","34.7855","32.091"
"rp-cel-333","80","ppl-Txe-411","34.7815","32.09"
"rp-cel-334","95","ppl-Txe-412","34.7815","32.089"
"rp-cel-335","70","ppl-Txm-11","34.7815","32.084"
"rp-cel-336","70","ppl-Txm-21","34.7795","32.085"
"rp-cel-337","70","ppl-Txe-82","34.7875","32.077"
"rp-cel-338","70","ppl-Txe-132","34.7865","32.09"
"rp-cel-339","70","ppl-Txe-152","34.7855","32.091"
"rp-cel-340","95","ppl-Txe-411","34.7815","32.09"
"rp-cel-341","110","ppl-Txe-412","34.7815","32.089"
"rp-cel-342","85","ppl-Txm-11","34.7815","32.084"
"rp-cel-343","85","ppl-Txm-21","34.7795","32.085"
"rp-cel-344","85","ppl-Txe-82","34.7875","32.077"
"rp-cel-345","85","ppl-Txe-132","34.7865","32.09"
"rp-cel-346","85","ppl-Txe-152","34.7855","32.091"
"rp-cel-347","110","ppl-Txe-411","34.7815","32.09"
"rp-cel-348","125","ppl-Txe-412","34.7815","32.089"
"rp-cel-349","100","ppl-Txm-11","34.7815","32.084"
"rp-cel-350","100","ppl-Txm-21","34.7795","32.085"
"rp-cel-351","100","ppl-Txe-82","34.7875","32.077"
"rp-cel-352","100","ppl-Txe-132","34.7865","32.09"
"rp-cel-353","100","ppl-Txe-152","34.7855","32.091"
"rp-cel-354","125","ppl-Txe-411","34.7815","32.09"
"rp-cel-355","140","ppl-Txe-412","34.7815","32.089"
"rp-cel-356","115","ppl-Txm-11","34.7815","32.084"
"rp-cel-357","115","ppl-Txm-21","34.7795","32.085"
"rp-cel-358","115","ppl-Txe-82","34.7875","32.077"
"rp-cel-359","115","ppl-Txe-132","34.7865","32.09"
"rp-cel-360","115","ppl-Txe-152","34.7855","32.091"
"rp-cel-361","140","ppl-Txe-411","34.7815","32.09"
"rp-cel-362","155","ppl-Txe-412","34.7815","32.089"
"rp-cel-363","130","ppl-Txm-11","34.7815","32.084"
"rp-cel-364","130","ppl-Txm-21","34.7795","32.085"
"rp-cel-365","130","ppl-Txe-82","34.7875","32.077"
"rp-cel-366","130","ppl-Txe-132","34.7865","32.09"
"rp-cel-367","130","ppl-Txe-152","34.7855","32.091"
"rp-cel-368","155","ppl-Txe-411","34.7815","32.09"
"rp-cel-369","170","ppl-Txe-412","34.7815","32.089"
"rp-cel-370","145","ppl-Txm-11","34.7815","32.084"
"rp-cel-371","145","ppl-Txm-21","34.7795","32.085"
"rp-cel-372","145","ppl-Txe-82","34.7875","32.077"
"rp-cel-373","145","ppl-Txe-132","34.7865","32.09"
"rp-cel-374","145","ppl-Txe-152","34.7855","32.091"
"rp-cel-375","170","ppl-Txe-411","34.7815","32.09"
"rp-cel-376","185","ppl-Txe-412","34.7815","32.089"
"rp-cel-377","160","ppl-Txm-11","34.7815","32.084"
"rp-cel-378","160","ppl-Txm-21","34.7795","32.085"
"rp-cel-379","160","ppl-Txe-82","34.7875","32.077"
"rp-cel-380","160","ppl-Txe-132","34.7865","32.09"
"rp-cel-381","160","ppl-Txe-152","34.7855","32.091"
"rp-cel-382","185","ppl-Txe-411","34.7815","32.09"
"rp-cel-383","200","ppl-Txe-412","34.7815","32.089"
"rp-cel-384","175","ppl-Txm-11","34.7815","32.084"
"rp-cel-385","175","ppl-Txm-21","34.7795","32.085"
"rp-cel-386","175","ppl-Txe-82","34.7875","32.077"
"rp-cel-387","175","ppl-Txe-132","34.7865","32.09"
"rp-cel-388","175","ppl-Txe-152","34.7855","32.091"
"rp-cel-389","200","ppl-Txe-411","34.7815","32.09"
"rp-cel-390","215","ppl-Txe-412","34.7815","32.089"
"rp-cel-391","190","ppl-Txm-11","34.7815","32.084"
"rp-cel-392","190","ppl-Txm-21","34.7795","32.085"
"rp-cel-393","190","ppl-Txe-82","34.7875","32.077"
"rp-cel-394","190","ppl-Txe-132","34.7865","32.09"
"rp-cel-395","190","ppl-Txe-152","34.7855","32.091"
"rp-cel-396","215","ppl-Txe-411","34.7815","32.09"
"rp-cel-397","205","ppl-Txm-11","34.7815","32.084"
"rp-cel-398","205","ppl-Txm-21","34.7795","32.085"
"rp-cel-399","205","ppl-Txe-82","34.7875","32.077"
"rp-cel-400","205","ppl-Txe-132","34.7865","32.09"
"rp-cel-401","205","ppl-Txe-152","34.7855","32.091"
"rp-cel-402","230","ppl-Txe-411","34.7815","32.09"
"rp-cel-403","220","ppl-Txm-11","34.7815","32.084"
"rp-cel-404","220","ppl-Txm-21","34.7795","32.085"
"rp-cel-405","220","ppl-Txe-82","34.7875","32.077"
"rp-cel-406","220","ppl-Txe-132","34.7865","32.09"
"rp-cel-407","220","ppl-Txe-152","34.7855","32.091"
"rp-cel-408","245","ppl-Txe-411","34.7815","32.09"
"rp-cel-409","235","ppl-Txm-11","34.7815","32.084"
"rp-cel-410","235","ppl-Txm-21","34.7795","32.085"
"rp-cel-411","235","ppl-Txe-82","34.7875","32.077"
"rp-cel-412","235","ppl-Txe-132","34.7865","32.09"
"rp-cel-413","235","ppl-Txe-152","34.7855","32.091"
"rp-cel-414","260","ppl-Txe-411","34.7815","32.09"
"rp-cel-415","250","ppl-Txm-11","34.7815","32.084"
"rp-cel-416","250","ppl-Txm-21","34.7795","32.085"
"rp-cel-417","250","ppl-Txe-82","34.7875","32.077"
"rp-cel-418","250","ppl-Txe-132","34.7865","32.09"
"rp-cel-419","250","ppl-Txe-152","34.7855","32.091"
"rp-cel-420","275","ppl-Txe-411","34.7815","32.09"
"rp-cel-421","265","ppl-Txm-11","34.7815","32.084"
"rp-cel-422","265","ppl-Txm-21","34.7795","32.085"
"rp-cel-423","265","ppl-Txe-82","34.7875","32.077"
"rp-cel-424","265","ppl-Txe-132","34.7865","32.09"
"rp-cel-425","265","ppl-Txe-152","34.7855","32.091"
"rp-cel-426","290","ppl-Txe-411","34.7815","32.09"
"rp-cel-427","280","ppl-Txm-11","34.7815","32.084"
"rp-cel-428","280","ppl-Txm-21","34.7795","32.085"
"rp-cel-429","280","ppl-Txe-82","34.7875","32.077"
"rp-cel-430","280","ppl-Txe-132","34.7865","32.09"
"rp-cel-431","280","ppl-Txe-152","34.7855","32.091"
"rp-cel-432","305","ppl-Txe-411","34.7815","32.09"
"rp-cel-433","295","ppl-Txm-11","34.7815","32.084"
"rp-cel-434","295","ppl-Txm-21","34.7795","32.085"
"rp-cel-435","295","ppl-Txe-82","34.7875","32.077"
"rp-cel-436","295","ppl-Txe-132","34.7865","32.09"
"rp-cel-437","295","ppl-Txe-152","34.7855","32.091"
"rp-cel-438","320","ppl-Txe-411","34.7815","32.09"
"rp-cel-439","310","ppl-Txm-11","34.7815","32.084"
"rp-cel-440","310","ppl-Txm-21","34.7795","32.085"
"rp-cel-441","310","ppl-Txe-82","34.7875","32.077"
"rp-cel-442","310","ppl-Txe-132","34.7865","32.09"
"rp-cel-443","310","ppl-Txe-152","34.7855","32.091"
"rp-cel-444","335","ppl-Txe-411","34.7815","32.09"
"rp-cel-445","325","ppl-Txm-11","34.7815","32.084"
"rp-cel-446","325","ppl-Txm-21","34.7795","32.085"
"rp-cel-447","325","ppl-Txe-82","34.7875","32.077"
"rp-cel-448","325","ppl-Txe-132","34.7865","32.09"
"rp-cel-449","325","ppl-Txe-152","34.7855","32.091"
"rp-cel-450","350","ppl-Txe-411","34.7815","32.09"
"rp-cel-451","340","ppl-Txm-11","34.7815","32.084"
"rp-cel-452","340","ppl-Txm-21","34.7795","32.085"
"rp-cel-453","340","ppl-Txe-82","34.7875","32.077"
"rp-cel-454","340","ppl-Txe-132","34.7865","32.09"
"rp-cel-455","340","ppl-Txe-152","34.7855","32.091"
"rp-cel-456","365","ppl-Txe-411","34.7815","32.09"
"rp-cel-457","142","ppl-Txm-11","34.7815","32.084"
"rp-cel-458","163","ppl-Txm-21","34.7795","32.085"
"rp-cel-459","204","ppl-Txe-412","34.7815","32.089"
"rp-cel-460","152","ppl-Txm-11","34.7815","32.084"
"rp-cel-461","173","ppl-Txm-21","34.7795","32.085"
"rp-cel-462","214","ppl-Txe-412","34.7815","32.089"
"rp-cel-463","162","ppl-Txm-11","34.7815","32.084"
"rp-cel-464","183","ppl-Txm-21","34.7795","32.085"
"rp-cel-465","224","ppl-Txe-412","34.7815","32.089"
"rp-cel-466","172","ppl-Txm-11","34.7815","32.084"
"rp-cel-467","193","ppl-Txm-21","34.7795","32.085"
"rp-cel-468","234","ppl-Txe-412","34.7815","32.089"
