"rptr-n42-c1-v11-t20","20","34.78","32.0835","vcl-Tto-11"
"rptr-n43-c6-v11-t30","30","34.78","32.0895","vcl-Tto-11"
"rptr-n44-c4-v11-t40","40","34.786","32.0895","vcl-Tto-11"
"rptr-n45-c7-v12-t10","10","34.774","32.0895","vcl-Tto-12"
"rptr-n46-c6-v12-t20","20","34.78","32.0895","vcl-Tto-12"
"rptr-n47-c1-v12-t30","30","34.78","32.0835","vcl-Tto-12"
"rptr-n48-c3-v12-t40","40","34.786","32.0835","vcl-Tto-12"
"rptr-n49-c8-v13-t10","10","34.774","32.0835","vcl-Tco-13"
"rptr-n50-c7-v13-t20","20","34.774","32.0895","vcl-Tco-13"
"rptr-n51-c6-v13-t30","30","34.78","32.0895","vcl-Tco-13"
"rptr-n52-c4-v13-t40","40","34.786","32.0895","vcl-Tco-13"
"rptr-n53-c9-v14-t10","10","34.774","32.0775","vcl-Tco-14"
"rptr-n54-c8-v14-t20","20","34.774","32.0835","vcl-Tco-14"
"rptr-n55-c1-v14-t30","30","34.78","32.0835","vcl-Tco-14"
"rptr-n56-c6-v14-t40","40","34.78","32.0895","vcl-Tco-14"
"rptr-n57-c9-v15-t10","10","34.774","32.0775","vcl-Tmo-15"
"rptr-n58-c8-v15-t20","20","34.774","32.0835","vcl-Tmo-15"
"rptr-n59-c7-v15-t30","30","34.774","32.0895","vcl-Tmo-15"
"rptr-n60-c6-v15-t40","40","34.78","32.0895","vcl-Tmo-15"
"rptr-n61-c6-v16-t10","10","34.78","32.0895","vcl-Tmo-16"
"rptr-n62-c4-v16-t20","20","34.786","32.0895","vcl-Tmo-16"
"rptr-n63-c3-v16-t30","30","34.786","32.0835","vcl-Tmo-16"
"rptr-n64-c2-v16-t40","40","34.786","32.0775","vcl-Tmo-16"
"rptr-n65-c7-v17-t10","10","34.774","32.0895","vcl-Tto-17"
"rptr-n66-c8-v17-t20","20","34.774","32.0835","vcl-Tto-17"
"rptr-n67-c9-v17-t30","30","34.774","32.0775","vcl-Tto-17"
"rptr-n68-c5-v17-t40","40","34.78","32.0775","vcl-Tto-17"
"rptr-n69-c5-v18-t10","10","34.78","32.0775","vcl-Tto-18"
"rptr-n70-c3-v18-t20","20","34.786","32.0835","vcl-Tto-18"
"rptr-n71-c3-v18-t30","30","34.786","32.0835","vcl-Tto-18"
"rptr-n72-c4-v18-t40","40","34.786","32.0895","vcl-Tto-18"
"rptr-n73-c4-v19-t10","10","34.786","32.0895","vcl-Tco-19"
"rptr-n74-c6-v19-t20","20","34.78","32.0895","vcl-Tco-19"
"rptr-n75-c1-v19-t30","30","34.78","32.0835","vcl-Tco-19"
"rptr-n76-c8-v19-t40","40","34.774","32.0835","vcl-Tco-19"
"rptr-n77-c7-v20-t20","20","34.774","32.0895","vcl-Tco-20"
"rptr-n78-c6-v20-t30","30","34.78","32.0895","vcl-Tco-20"
"rptr-n79-c4-v20-t40","40","34.786","32.0895","vcl-Tco-20"
"rptr-n80-c3-v20-t50","50","34.786","32.0835","vcl-Tco-20"
"rptr-n81-c8-v21-t20","20","34.774","32.0835","vcl-Tmo-21"
"rptr-n82-c1-v21-t30","30","34.78","32.0835","vcl-Tmo-21"
"rptr-n83-c3-v21-t40","40","34.786","32.0835","vcl-Tmo-21"
"rptr-n84-c4-v21-t50","50","34.786","32.0895","vcl-Tmo-21"
"rptr-n85-c9-v22-t20","20","34.774","32.0775","vcl-Tmo-22"
"rptr-n86-c8-v22-t30","30","34.774","32.0835","vcl-Tmo-22"
"rptr-n87-c1-v22-t40","40","34.78","32.0835","vcl-Tmo-22"
"rptr-n88-c3-v22-t50","50","34.786","32.0835","vcl-Tmo-22"
"rptr-n89-c6-v23-t20","20","34.78","32.0895","vcl-Tto-23"
"rptr-n90-c1-v23-t30","30","34.78","32.0835","vcl-Tto-23"
"rptr-n91-c5-v23-t40","40","34.78","32.0775","vcl-Tto-23"
"rptr-n92-c2-v23-t50","50","34.786","32.0775","vcl-Tto-23"
"rptr-n93-c4-v24-t20","20","34.786","32.0895","vcl-Tto-24"
"rptr-n94-c3-v24-t30","30","34.786","32.0835","vcl-Tto-24"
"rptr-n95-c2-v24-t40","40","34.786","32.0775","vcl-Tto-24"
"rptr-n96-c5-v24-t50","50","34.78","32.0775","vcl-Tto-24"
"rptr-n97-c3-v25-t20","20","34.786","32.0835","vcl-Tco-25"
"rptr-n98-c1-v25-t30","30","34.78","32.0835","vcl-Tco-25"
"rptr-n99-c8-v25-t40","40","34.774","32.0835","vcl-Tco-25"
"rptr-n100-c7-v25-t50","50","34.774","32.0895","vcl-Tco-25"
"rptr-n101-c6-v26-t20","20","34.78","32.0895","vcl-Tco-26"
"rptr-n102-c1-v26-t30","30","34.78","32.0835","vcl-Tco-26"
"rptr-n103-c5-v26-t40","40","34.78","32.0775","vcl-Tco-26"
"rptr-n104-c9-v26-t50","50","34.774","32.0775","vcl-Tco-26"
"rptr-n105-c2-v27-t20","20","34.786","32.0775","vcl-Tmo-27"
"rptr-n106-c3-v27-t30","30","34.786","32.0835","vcl-Tmo-27"
"rptr-n107-c4-v27-t40","40","34.786","32.0895","vcl-Tmo-27"
"rptr-n108-c6-v27-t50","50","34.78","32.0895","vcl-Tmo-27"
"rptr-n109-c9-v28-t20","20","34.774","32.0775","vcl-Tmx-28"
"rptr-n110-c5-v28-t30","30","34.78","32.0775","vcl-Tmx-28"
"rptr-n111-c1-v28-t40","40","34.78","32.0835","vcl-Tmx-28"
"rptr-n112-c3-v28-t50","50","34.786","32.0835","vcl-Tmx-28"
"rptr-n113-c3-v29-t20","20","34.786","32.0835","vcl-Tto-29"
"rptr-n114-c1-v29-t30","30","34.78","32.0835","vcl-Tto-29"
"rptr-n115-c8-v29-t40","40","34.774","32.0835","vcl-Tto-29"
"rptr-n116-c9-v29-t50","50","34.774","32.0775","vcl-Tto-29"
"rptr-n117-c8-v30-t30","30","34.774","32.0835","vcl-Tco-30"
"rptr-n118-c1-v30-t40","40","34.78","32.0835","vcl-Tco-30"
"rptr-n119-c6-v30-t50","50","34.78","32.0895","vcl-Tco-30"
"rptr-n120-c4-v30-t60","60","34.786","32.0895","vcl-Tco-30"
"rptr-n121-c7-v31-t30","30","34.774","32.0895","vcl-Tco-31"
"rptr-n122-c6-v31-t40","40","34.78","32.0895","vcl-Tco-31"
"rptr-n123-c1-v31-t50","50","34.78","32.0835","vcl-Tco-31"
"rptr-n124-c3-v31-t60","60","34.786","32.0835","vcl-Tco-31"
"rptr-n125-c8-v32-t20","20","34.774","32.0835","vcl-Tmx-32"
"rptr-n126-c7-v32-t30","30","34.774","32.0895","vcl-Tmx-32"
"rptr-n127-c6-v32-t40","40","34.78","32.0895","vcl-Tmx-32"
"rptr-n128-c4-v32-t50","50","34.786","32.0895","vcl-Tmx-32"
"rptr-n129-c9-v33-t30","30","34.774","32.0775","vcl-Tmo-33"
"rptr-n130-c8-v33-t40","40","34.774","32.0835","vcl-Tmo-33"
"rptr-n131-c1-v33-t50","50","34.78","32.0835","vcl-Tmo-33"
"rptr-n132-c6-v33-t60","60","34.78","32.0895","vcl-Tmo-33"
"rptr-n133-c9-v34-t30","30","34.774","32.0775","vcl-Tto-34"
"rptr-n134-c8-v34-t40","40","34.774","32.0835","vcl-Tto-34"
"rptr-n135-c7-v34-t50","50","34.774","32.0895","vcl-Tto-34"
"rptr-n136-c6-v34-t60","60","34.78","32.0895","vcl-Tto-34"
"rptr-n137-c6-v35-t30","30","34.78","32.0895","vcl-Tto-35"
"rptr-n138-c4-v35-t40","40","34.786","32.0895","vcl-Tto-35"
"rptr-n139-c3-v35-t50","50","34.786","32.0835","vcl-Tto-35"
"rptr-n140-c2-v35-t60","60","34.786","32.0775","vcl-Tto-35"
"rptr-n141-c7-v36-t30","30","34.774","32.0895","vcl-Tco-36"
"rptr-n142-c8-v36-t40","40","34.774","32.0835","vcl-Tco-36"
"rptr-n143-c9-v36-t50","50","34.774","32.0775","vcl-Tco-36"
"rptr-n144-c5-v36-t60","60","34.78","32.0775","vcl-Tco-36"
"rptr-n145-c5-v37-t30","30","34.78","32.0775","vcl-Tco-37"
"rptr-n146-c3-v37-t40","40","34.786","32.0835","vcl-Tco-37"
"rptr-n147-c3-v37-t50","50","34.786","32.0835","vcl-Tco-37"
"rptr-n148-c4-v37-t60","60","34.786","32.0895","vcl-Tco-37"
"rptr-n149-c4-v38-t30","30","34.786","32.0895","vcl-Tmo-38"
"rptr-n150-c6-v38-t40","40","34.78","32.0895","vcl-Tmo-38"
"rptr-n151-c1-v38-t50","50","34.78","32.0835","vcl-Tmo-38"
"rptr-n152-c8-v38-t60","60","34.774","32.0835","vcl-Tmo-38"
"rptr-n153-c6-v39-t30","30","34.78","32.0895","vcl-Tmo-39"
"rptr-n154-c7-v39-t40","40","34.774","32.0895","vcl-Tmo-39"
"rptr-n155-c8-v39-t50","50","34.774","32.0835","vcl-Tmo-39"
"rptr-n156-c9-v39-t60","60","34.774","32.0775","vcl-Tmo-39"
"rptr-n157-c4-v40-t40","40","34.786","32.0895","vcl-Tto-40"
"rptr-n158-c3-v40-t50","50","34.786","32.0835","vcl-Tto-40"
"rptr-n159-c2-v40-t60","60","34.786","32.0775","vcl-Tto-40"
"rptr-n160-c5-v40-t70","70","34.78","32.0775","vcl-Tto-40"
"rptr-n161-c7-v41-t0","0","34.774","32.0895","vcl-Tto-41"
"rptr-n162-c6-v41-t10","10","34.78","32.0895","vcl-Tto-41"
"rptr-n163-c4-v41-t20","20","34.786","32.0895","vcl-Tto-41"
"rptr-n164-c3-v41-t30","30","34.786","32.0835","vcl-Tto-41"
"rptr-n165-c8-v42-t0","0","34.774","32.0835","vcl-Tco-42"
"rptr-n166-c1-v42-t10","10","34.78","32.0835","vcl-Tco-42"
"rptr-n167-c3-v42-t20","20","34.786","32.0835","vcl-Tco-42"
"rptr-n168-c4-v42-t30","30","34.786","32.0895","vcl-Tco-42"
"rptr-n169-c9-v43-t0","0","34.774","32.0775","vcl-Tco-43"
"rptr-n170-c8-v43-t10","10","34.774","32.0835","vcl-Tco-43"
"rptr-n171-c1-v43-t20","20","34.78","32.0835","vcl-Tco-43"
"rptr-n172-c3-v43-t30","30","34.786","32.0835","vcl-Tco-43"
"rptr-n173-c6-v44-t0","0","34.78","32.0895","vcl-Tmo-44"
"rptr-n174-c1-v44-t10","10","34.78","32.0835","vcl-Tmo-44"
"rptr-n175-c5-v44-t20","20","34.78","32.0775","vcl-Tmo-44"
"rptr-n176-c2-v44-t30","30","34.786","32.0775","vcl-Tmo-44"
"rptr-n177-c4-v45-t0","0","34.786","32.0895","vcl-Tmo-45"
"rptr-n178-c3-v45-t10","10","34.786","32.0835","vcl-Tmo-45"
"rptr-n179-c2-v45-t20","20","34.786","32.0775","vcl-Tmo-45"
"rptr-n180-c5-v45-t30","30","34.78","32.0775","vcl-Tmo-45"
"rptr-n181-c3-v46-t0","0","34.786","32.0835","vcl-Tto-46"
"rptr-n182-c1-v46-t10","10","34.78","32.0835","vcl-Tto-46"
"rptr-n183-c8-v46-t20","20","34.774","32.0835","vcl-Tto-46"
"rptr-n184-c7-v46-t30","30","34.774","32.0895","vcl-Tto-46"
"rptr-n185-c6-v47-t0","0","34.78","32.0895","vcl-Tto-47"
"rptr-n186-c1-v47-t10","10","34.78","32.0835","vcl-Tto-47"
"rptr-n187-c5-v47-t20","20","34.78","32.0775","vcl-Tto-47"
"rptr-n188-c9-v47-t30","30","34.774","32.0775","vcl-Tto-47"
"rptr-n189-c2-v48-t0","0","34.786","32.0775","vcl-Tco-48"
"rptr-n190-c3-v48-t10","10","34.786","32.0835","vcl-Tco-48"
"rptr-n191-c4-v48-t20","20","34.786","32.0895","vcl-Tco-48"
"rptr-n192-c6-v48-t30","30","34.78","32.0895","vcl-Tco-48"
"rptr-n193-c9-v49-t0","0","34.774","32.0775","vcl-Tco-49"
"rptr-n194-c5-v49-t10","10","34.78","32.0775","vcl-Tco-49"
"rptr-n195-c1-v49-t20","20","34.78","32.0835","vcl-Tco-49"
"rptr-n196-c3-v49-t30","30","34.786","32.0835","vcl-Tco-49"
"rptr-n197-c3-v50-t10","10","34.786","32.0835","vcl-Tmo-50"
"rptr-n198-c1-v50-t20","20","34.78","32.0835","vcl-Tmo-50"
"rptr-n199-c8-v50-t30","30","34.774","32.0835","vcl-Tmo-50"
"rptr-n200-c9-v50-t40","40","34.774","32.0775","vcl-Tmo-50"
"rptr-n201-c8-v51-t10","10","34.774","32.0835","vcl-Tmo-51"
"rptr-n202-c1-v51-t20","20","34.78","32.0835","vcl-Tmo-51"
"rptr-n203-c6-v51-t30","30","34.78","32.0895","vcl-Tmo-51"
"rptr-n204-c4-v51-t40","40","34.786","32.0895","vcl-Tmo-51"
"rptr-n205-c7-v52-t10","10","34.774","32.0895","vcl-Tto-52"
"rptr-n206-c6-v52-t20","20","34.78","32.0895","vcl-Tto-52"
"rptr-n207-c1-v52-t30","30","34.78","32.0835","vcl-Tto-52"
"rptr-n208-c3-v52-t40","40","34.786","32.0835","vcl-Tto-52"
"rptr-n209-c8-v53-t10","10","34.774","32.0835","vcl-Tto-53"
"rptr-n210-c7-v53-t20","20","34.774","32.0895","vcl-Tto-53"
"rptr-n211-c6-v53-t30","30","34.78","32.0895","vcl-Tto-53"
"rptr-n212-c4-v53-t40","40","34.786","32.0895","vcl-Tto-53"
"rptr-n213-c9-v54-t10","10","34.774","32.0775","vcl-Tco-54"
"rptr-n214-c8-v54-t20","20","34.774","32.0835","vcl-Tco-54"
"rptr-n215-c1-v54-t30","30","34.78","32.0835","vcl-Tco-54"
"rptr-n216-c6-v54-t40","40","34.78","32.0895","vcl-Tco-54"
"rptr-n217-c9-v55-t10","10","34.774","32.0775","vcl-Tco-55"
"rptr-n218-c8-v55-t20","20","34.774","32.0835","vcl-Tco-55"
"rptr-n219-c7-v55-t30","30","34.774","32.0895","vcl-Tco-55"
"rptr-n220-c6-v55-t40","40","34.78","32.0895","vcl-Tco-55"
"rptr-n221-c6-v56-t10","10","34.78","32.0895","vcl-Tmo-56"
"rptr-n222-c4-v56-t20","20","34.786","32.0895","vcl-Tmo-56"
"rptr-n223-c3-v56-t30","30","34.786","32.0835","vcl-Tmo-56"
"rptr-n224-c2-v56-t40","40","34.786","32.0775","vcl-Tmo-56"
"rptr-n225-c7-v57-t10","10","34.774","32.0895","vcl-Tmo-57"
"rptr-n226-c8-v57-t20","20","34.774","32.0835","vcl-Tmo-57"
"rptr-n227-c9-v57-t30","30","34.774","32.0775","vcl-Tmo-57"
"rptr-n228-c5-v57-t40","40","34.78","32.0775","vcl-Tmo-57"
"rptr-n229-c5-v58-t10","10","34.78","32.0775","vcl-Tto-58"
"rptr-n230-c3-v58-t20","20","34.786","32.0835","vcl-Tto-58"
"rptr-n231-c3-v58-t30","30","34.786","32.0835","vcl-Tto-58"
"rptr-n232-c4-v58-t40","40","34.786","32.0895","vcl-Tto-58"
"rptr-n233-c4-v59-t10","10","34.786","32.0895","vcl-Tco-59"
"rptr-n234-c6-v59-t20","20","34.78","32.0895","vcl-Tco-59"
"rptr-n235-c1-v59-t30","30","34.78","32.0835","vcl-Tco-59"
"rptr-n236-c8-v59-t40","40","34.774","32.0835","vcl-Tco-59"
"rptr-n237-c7-v60-t20","20","34.774","32.0895","vcl-Tco-60"
"rptr-n238-c6-v60-t30","30","34.78","32.0895","vcl-Tco-60"
"rptr-n239-c4-v60-t40","40","34.786","32.0895","vcl-Tco-60"
"rptr-n240-c3-v60-t50","50","34.786","32.0835","vcl-Tco-60"
"rptr-n241-c8-v61-t20","20","34.774","32.0835","vcl-Tmo-61"
"rptr-n242-c1-v61-t30","30","34.78","32.0835","vcl-Tmo-61"
"rptr-n243-c3-v61-t40","40","34.786","32.0835","vcl-Tmo-61"
"rptr-n244-c4-v61-t50","50","34.786","32.0895","vcl-Tmo-61"
"rptr-n245-c9-v62-t20","20","34.774","32.0775","vcl-Tmo-62"
"rptr-n246-c8-v62-t30","30","34.774","32.0835","vcl-Tmo-62"
"rptr-n247-c1-v62-t40","40","34.78","32.0835","vcl-Tmo-62"
"rptr-n248-c3-v62-t50","50","34.786","32.0835","vcl-Tmo-62"
"rptr-n249-c6-v63-t20","20","34.78","32.0895","vcl-Tto-63"
"rptr-n250-c1-v63-t30","30","34.78","32.0835","vcl-Tto-63"
"rptr-n251-c5-v63-t40","40","34.78","32.0775","vcl-Tto-63"
"rptr-n252-c2-v63-t50","50","34.786","32.0775","vcl-Tto-63"
"rptr-n253-c4-v64-t20","20","34.786","32.0895","vcl-Tto-64"
"rptr-n254-c3-v64-t30","30","34.786","32.0835","vcl-Tto-64"
"rptr-n255-c2-v64-t40","40","34.786","32.0775","vcl-Tto-64"
"rptr-n256-c5-v64-t50","50","34.78","32.0775","vcl-Tto-64"
"rptr-n257-c3-v65-t20","20","34.786","32.0835","vcl-Tco-65"
"rptr-n258-c1-v65-t30","30","34.78","32.0835","vcl-Tco-65"
"rptr-n259-c8-v65-t40","40","34.774","32.0835","vcl-Tco-65"
"rptr-n260-c7-v65-t50","50","34.774","32.0895","vcl-Tco-65"
"rptr-n261-c6-v66-t20","20","34.78","32.0895","vcl-Tco-66"
"rptr-n262-c1-v66-t30","30","34.78","32.0835","vcl-Tco-66"
"rptr-n263-c5-v66-t40","40","34.78","32.0775","vcl-Tco-66"
"rptr-n264-c9-v66-t50","50","34.774","32.0775","vcl-Tco-66"
"rptr-n265-c2-v67-t20","20","34.786","32.0775","vcl-Tmo-67"
"rptr-n266-c3-v67-t30","30","34.786","32.0835","vcl-Tmo-67"
"rptr-n267-c4-v67-t40","40","34.786","32.0895","vcl-Tmo-67"
"rptr-n268-c6-v67-t50","50","34.78","32.0895","vcl-Tmo-67"
"rptr-n269-c9-v68-t20","20","34.774","32.0775","vcl-Tmx-68"
"rptr-n270-c5-v68-t30","30","34.78","32.0775","vcl-Tmx-68"
"rptr-n271-c1-v68-t40","40","34.78","32.0835","vcl-Tmx-68"
"rptr-n272-c3-v68-t50","50","34.786","32.0835","vcl-Tmx-68"
"rptr-n273-c3-v69-t20","20","34.786","32.0835","vcl-Tto-69"
"rptr-n274-c1-v69-t30","30","34.78","32.0835","vcl-Tto-69"
"rptr-n275-c8-v69-t40","40","34.774","32.0835","vcl-Tto-69"
"rptr-n276-c9-v69-t50","50","34.774","32.0775","vcl-Tto-69"
"rptr-n277-c8-v70-t30","30","34.774","32.0835","vcl-Tto-70"
"rptr-n278-c1-v70-t40","40","34.78","32.0835","vcl-Tto-70"
"rptr-n279-c6-v70-t50","50","34.78","32.0895","vcl-Tto-70"
"rptr-n280-c4-v70-t60","60","34.786","32.0895","vcl-Tto-70"
"rptr-n281-c7-v71-t30","30","34.774","32.0895","vcl-Tco-71"
"rptr-n282-c6-v71-t40","40","34.78","32.0895","vcl-Tco-71"
"rptr-n283-c1-v71-t50","50","34.78","32.0835","vcl-Tco-71"
"rptr-n284-c3-v71-t60","60","34.786","32.0835","vcl-Tco-71"
"rptr-n285-c8-v72-t30","30","34.774","32.0835","vcl-Tco-72"
"rptr-n286-c7-v72-t40","40","34.774","32.0895","vcl-Tco-72"
"rptr-n287-c6-v72-t50","50","34.78","32.0895","vcl-Tco-72"
"rptr-n288-c4-v72-t60","60","34.786","32.0895","vcl-Tco-72"
"rptr-n289-c9-v73-t30","30","34.774","32.0775","vcl-Tmo-73"
"rptr-n290-c8-v73-t40","40","34.774","32.0835","vcl-Tmo-73"
"rptr-n291-c1-v73-t50","50","34.78","32.0835","vcl-Tmo-73"
"rptr-n292-c6-v73-t60","60","34.78","32.0895","vcl-Tmo-73"
"rptr-n293-c9-v74-t30","30","34.774","32.0775","vcl-Tmo-74"
"rptr-n294-c8-v74-t40","40","34.774","32.0835","vcl-Tmo-74"
"rptr-n295-c7-v74-t50","50","34.774","32.0895","vcl-Tmo-74"
"rptr-n296-c6-v74-t60","60","34.78","32.0895","vcl-Tmo-74"
"rptr-n297-c6-v75-t30","30","34.78","32.0895","vcl-Tto-75"
"rptr-n298-c4-v75-t40","40","34.786","32.0895","vcl-Tto-75"
"rptr-n299-c3-v75-t50","50","34.786","32.0835","vcl-Tto-75"
"rptr-n300-c2-v75-t60","60","34.786","32.0775","vcl-Tto-75"
"rptr-n301-c7-v76-t30","30","34.774","32.0895","vcl-Tto-76"
"rptr-n302-c8-v76-t40","40","34.774","32.0835","vcl-Tto-76"
"rptr-n303-c9-v76-t50","50","34.774","32.0775","vcl-Tto-76"
"rptr-n304-c5-v76-t60","60","34.78","32.0775","vcl-Tto-76"
"rptr-n305-c5-v77-t30","30","34.78","32.0775","vcl-Tco-77"
"rptr-n306-c3-v77-t40","40","34.786","32.0835","vcl-Tco-77"
"rptr-n307-c3-v77-t50","50","34.786","32.0835","vcl-Tco-77"
"rptr-n308-c4-v77-t60","60","34.786","32.0895","vcl-Tco-77"
"rptr-n309-c4-v78-t30","30","34.786","32.0895","vcl-Tco-78"
"rptr-n310-c6-v78-t40","40","34.78","32.0895","vcl-Tco-78"
"rptr-n311-c1-v78-t50","50","34.78","32.0835","vcl-Tco-78"
"rptr-n312-c8-v78-t60","60","34.774","32.0835","vcl-Tco-78"
"rptr-n313-c6-v79-t30","30","34.78","32.0895","vcl-Tmo-79"
"rptr-n314-c7-v79-t40","40","34.774","32.0895","vcl-Tmo-79"
"rptr-n315-c8-v79-t50","50","34.774","32.0835","vcl-Tmo-79"
"rptr-n316-c9-v79-t60","60","34.774","32.0775","vcl-Tmo-79"
"rptr-n317-c4-v80-t40","40","34.786","32.0895","vcl-Tmo-80"
"rptr-n318-c3-v80-t50","50","34.786","32.0835","vcl-Tmo-80"
"rptr-n319-c2-v80-t60","60","34.786","32.0775","vcl-Tmo-80"
"rptr-n320-c5-v80-t70","70","34.78","32.0775","vcl-Tmo-80"
