"bld-To-60","34.7755","32.091","Warehouse","ppl-To-112","Furniture_store",""
"bld-To-61","34.7745","32.089","Appartment","ppl-To-121","Living",""
"bld-To-62","34.7735","32.089","Commercial","ppl-To-122","Living",""
"bld-To-63","34.7755","32.089","Warehouse","ppl-To-131","Furniture_store",""
"bld-To-64","34.7745","32.084","Appartment","ppl-To-1","Living",""
"bld-To-65","34.7735","32.084","Commercial","ppl-To-141","Furniture_store",""
"bld-To-66","34.7755","32.084","Warehouse","ppl-To-142","Furniture_store",""
"bld-To-67","34.7745","32.085","Appartment","ppl-To-151","Living",""
"bld-Tx-68","34.7735","32.085","Commercial","ppl-Txm-21","Furniture_store","org_bx"
"bld-To-69","34.7755","32.085","Warehouse","ppl-To-161","Furniture_store",""
"bld-To-70","34.7745","32.083","Appartment","ppl-To-162","Living",""
"bld-To-71","34.7735","32.083","Commercial","ppl-To-171","Living",""
"bld-To-72","34.7755","32.083","Warehouse","ppl-To-172","Furniture_store",""
"bld-To-73","34.7745","32.078","Appartment","ppl-To-1","Living",""
"bld-To-74","34.7735","32.078","Commercial","ppl-To-2","Furniture_store",""
"bld-To-75","34.7755","32.078","Warehouse","ppl-To-1","Furniture_store",""
"bld-To-76","34.7745","32.079","Appartment","ppl-To-2","Living",""
"bld-To-77","34.7735","32.079","Commercial","ppl-To-1","Furniture_store",""
"bld-To-78","34.7755","32.079","Warehouse","ppl-Tsm-22","Furniture_store","org_ao"
"bld-To-79","34.7745","32.077","Appartment","ppl-To-31","Living",""
"bld-Tb-80","34.7735","32.077","Commercial","ppl-To-32","Bank_branch",""
"bld-To-81","34.7755","32.077","Warehouse","ppl-To-41","Furniture_store",""
